Target location,Year,Crop,Predicted yield (BUacre)
ACAvNTuEuFWcmwms,2006,Soybeans,43.81666564941406
ACAvNTuEuFWcmwms,2007,Soybeans,41.21954345703125
ACAvNTuEuFWcmwms,2008,Soybeans,37.92331314086914
ACAvNTuEuFWcmwms,2009,Soybeans,38.86526107788086
ACAvNTuEuFWcmwms,2010,Soybeans,42.418338775634766
ACAvNTuEuFWcmwms,2011,Soybeans,42.18861770629883
ACAvNTuEuFWcmwms,2012,Soybeans,46.572547912597656
ACAvNTuEuFWcmwms,2013,Soybeans,45.59770202636719
ACAvNTuEuFWcmwms,2014,Soybeans,44.67633819580078
ACAvNTuEuFWcmwms,2015,Soybeans,47.55113983154297
ACAvNTuEuFWcmwms,2016,Soybeans,47.777503967285156
ACAvNTuEuFWcmwms,2017,Soybeans,46.506839752197266
ACAvNTuEuFWcmwms,2018,Soybeans,47.94050216674805
ACAvNTuEuFWcmwms,2019,Soybeans,42.9794807434082
ACAvNTuEuFWcmwms,2020,Soybeans,46.89403533935547
ACAvNTuEuFWcmwms,2021,Soybeans,50.545616149902344
ACAvNTuEuFWcmwms,2022,Soybeans,48.73397445678711
aCyjhOAKburculfr,1973,Soybeans,25.509292602539062
aCyjhOAKburculfr,1974,Soybeans,26.62700843811035
aCyjhOAKburculfr,1975,Soybeans,23.843753814697266
aCyjhOAKburculfr,1976,Soybeans,29.637712478637695
aCyjhOAKburculfr,1977,Soybeans,33.43147659301758
aCyjhOAKburculfr,1978,Soybeans,27.79949951171875
aCyjhOAKburculfr,1979,Soybeans,24.626644134521484
aCyjhOAKburculfr,1980,Soybeans,29.64697265625
aCyjhOAKburculfr,1981,Soybeans,41.02173614501953
aCyjhOAKburculfr,1982,Soybeans,26.648822784423828
aCyjhOAKburculfr,1983,Soybeans,29.968849182128906
aCyjhOAKburculfr,1984,Soybeans,30.5467529296875
aCyjhOAKburculfr,1985,Soybeans,41.63377380371094
aCyjhOAKburculfr,1986,Soybeans,29.424678802490234
aCyjhOAKburculfr,1987,Soybeans,37.31144714355469
aCyjhOAKburculfr,1988,Soybeans,31.54285430908203
aCyjhOAKburculfr,1989,Soybeans,29.451427459716797
aCyjhOAKburculfr,1990,Soybeans,32.21795654296875
aCyjhOAKburculfr,1991,Soybeans,31.600128173828125
aCyjhOAKburculfr,1992,Soybeans,40.45812225341797
aCyjhOAKburculfr,1993,Soybeans,34.69178771972656
aCyjhOAKburculfr,1994,Soybeans,34.790931701660156
aCyjhOAKburculfr,1995,Soybeans,42.418113708496094
aCyjhOAKburculfr,1996,Soybeans,32.194496154785156
aCyjhOAKburculfr,1997,Soybeans,36.313079833984375
aCyjhOAKburculfr,1998,Soybeans,44.448001861572266
aCyjhOAKburculfr,1999,Soybeans,42.727561950683594
aCyjhOAKburculfr,2000,Soybeans,43.50861358642578
aCyjhOAKburculfr,2001,Soybeans,37.02042770385742
aCyjhOAKburculfr,2002,Soybeans,41.609466552734375
aCyjhOAKburculfr,2003,Soybeans,39.03426742553711
aCyjhOAKburculfr,2004,Soybeans,39.300960540771484
aCyjhOAKburculfr,2005,Soybeans,40.246795654296875
aCyjhOAKburculfr,2006,Soybeans,51.501853942871094
aCyjhOAKburculfr,2007,Soybeans,44.19709014892578
aCyjhOAKburculfr,2008,Soybeans,40.58638381958008
aCyjhOAKburculfr,2009,Soybeans,47.41297149658203
aCyjhOAKburculfr,2010,Soybeans,48.23808288574219
aCyjhOAKburculfr,2011,Soybeans,43.64675521850586
aCyjhOAKburculfr,2012,Soybeans,48.543724060058594
aCyjhOAKburculfr,2013,Soybeans,41.60188293457031
aCyjhOAKburculfr,2014,Soybeans,45.778358459472656
aCyjhOAKburculfr,2015,Soybeans,53.07239532470703
aCyjhOAKburculfr,2016,Soybeans,57.76728820800781
aCyjhOAKburculfr,2017,Soybeans,50.28043746948242
aCyjhOAKburculfr,2018,Soybeans,51.094215393066406
aCyjhOAKburculfr,2019,Soybeans,51.8758544921875
aCyjhOAKburculfr,2020,Soybeans,53.76982498168945
aCyjhOAKburculfr,2021,Soybeans,61.045745849609375
aCyjhOAKburculfr,2022,Soybeans,48.81196594238281
aguYhpcOJECNEkLI,2006,Soybeans,46.41213607788086
aguYhpcOJECNEkLI,2007,Soybeans,42.511505126953125
aguYhpcOJECNEkLI,2008,Soybeans,37.804927825927734
aguYhpcOJECNEkLI,2009,Soybeans,41.296749114990234
aguYhpcOJECNEkLI,2010,Soybeans,46.471900939941406
aguYhpcOJECNEkLI,2011,Soybeans,43.20057678222656
aguYhpcOJECNEkLI,2012,Soybeans,45.16691207885742
aguYhpcOJECNEkLI,2013,Soybeans,44.28840637207031
aguYhpcOJECNEkLI,2014,Soybeans,48.481101989746094
aguYhpcOJECNEkLI,2015,Soybeans,49.19634246826172
aguYhpcOJECNEkLI,2016,Soybeans,49.88616943359375
aguYhpcOJECNEkLI,2017,Soybeans,48.000267028808594
aguYhpcOJECNEkLI,2018,Soybeans,49.433876037597656
aguYhpcOJECNEkLI,2019,Soybeans,47.42535400390625
aguYhpcOJECNEkLI,2020,Soybeans,47.34342956542969
aguYhpcOJECNEkLI,2021,Soybeans,49.63862609863281
aguYhpcOJECNEkLI,2022,Soybeans,49.479427337646484
alTjbdTsAKACZrGW,1986,Soybeans,32.528785705566406
alTjbdTsAKACZrGW,1987,Soybeans,34.429237365722656
alTjbdTsAKACZrGW,1988,Soybeans,41.312435150146484
alTjbdTsAKACZrGW,1989,Soybeans,41.819801330566406
alTjbdTsAKACZrGW,1990,Soybeans,29.414974212646484
alTjbdTsAKACZrGW,1991,Soybeans,40.432228088378906
alTjbdTsAKACZrGW,1992,Soybeans,36.6388053894043
alTjbdTsAKACZrGW,1993,Soybeans,32.91968536376953
alTjbdTsAKACZrGW,1994,Soybeans,35.260494232177734
alTjbdTsAKACZrGW,1995,Soybeans,39.04390335083008
alTjbdTsAKACZrGW,1996,Soybeans,34.99006652832031
alTjbdTsAKACZrGW,1997,Soybeans,44.60515213012695
alTjbdTsAKACZrGW,1998,Soybeans,45.076202392578125
alTjbdTsAKACZrGW,1999,Soybeans,45.54725646972656
alTjbdTsAKACZrGW,2000,Soybeans,46.01830291748047
alTjbdTsAKACZrGW,2001,Soybeans,46.489356994628906
alTjbdTsAKACZrGW,2002,Soybeans,46.960411071777344
alTjbdTsAKACZrGW,2003,Soybeans,47.43145751953125
alTjbdTsAKACZrGW,2004,Soybeans,47.90251159667969
alTjbdTsAKACZrGW,2005,Soybeans,48.37356185913086
alTjbdTsAKACZrGW,2006,Soybeans,48.84461212158203
alTjbdTsAKACZrGW,2007,Soybeans,49.31566619873047
alTjbdTsAKACZrGW,2008,Soybeans,49.78671646118164
